Crime Type,Crime Subtype,Crime Description,Crime Severity,Crime Status,Location,Area/Neighborhood,City,State/Region,Country,Location Type,Date,Time,Day of the Week,Season,Duration,Victim Name,Victim Age,Victim Gender,Victim Contact Information,Victim Statement,Injuries Sustained,Property Lost/Damaged,Suspect Name,Suspect Age,Suspect Gender,Suspect Description,Suspect Criminal History,Suspect Modus Operandi,Number of Suspects,Witness Name,Witness Statement,Witness Contact Information,Evidence Type,Evidence Description,Evidence Collection Date,Evidence Location,Arrests Made,Charges Filed,Method of Entry,Weapons Used,Tools Used,Escape Route,Monetary Loss,Motive,Crime Pattern,Gang Involvement,Terrorism Link,Media Coverage,Public Alert Issued,Social Media Activity,Source of Information,Confidentiality Level,Tags/Keywords
Assault,Domestic Violence,Ullam voluptas cupiditate cumque modi quidem maxime amet debitis deserunt quod vel aliquid possimus.,Severe,Closed,"86/892, Gala, Ongole 343089",Davanagere,Ludhiana,Punjab,India,Residential,1990-09-05,08:33:47,Wednesday,Autumn,67 minutes,Ryan Choudhry,28,Female,4373715217,"Their wisdom is right with us, indeed, by the right of the right to the right of the consectetur to be obtained.",Burn injuries,Bike set on fire,Amira Chander,44,Male,Voluptate unde laudantium repellendus quia quas perferendis. Wearing a black hoodie and had a scar on the left cheek.,No prior criminal record,Threatened victims with a knife,2,Dhanuk Seshadri,The pain of corrupt pain are born great troubles of the desire to accuse a free id to run into the consumer time.,2428644678,DNA Sample,Witness video recording,1985-01-16,"660
Dhar Zila, Panihati 397557",Yes,Under IPC 302 for murder,Unlocked Door,Blunt Object,Lockpick,Fled on a stolen bike,Rs. 95074,Financial Gain,Yes,Yes,No,No,Yes,Yes,Witness Account,Classified,domestic violence
Gang Violence,Shootout,Placeat quo delectus quaerat officia cupiditate quibusdam quibusdam esse minus ipsa impedit placeat rem earum odio neque deserunt nemo numquam ea culpa delectus alias aliquid totam.,Moderate,Solved,"H.No. 32, Balakrishnan Road, Aligarh-931925",Fatehpur,Ludhiana,Punjab,India,Public Space,2002-07-04,01:19:44,Thursday,Summer,110 minutes,Adira Bumb,37,Male,740166074,"He who makes his mind to seek his labor, which the blessed incident of the pain of them to be pleasing to them.",Burn injuries,Jewelry worth Rs. 2 lakhs stolen,Nirvaan Dalal,32,Female,Quae a ipsam excepturi perferendis voluptatem deserunt sequi enim fugit rem a necessitatibus labore rem iste. Wearing a black hoodie and had a scar on the left cheek.,No prior criminal record,Set fire to the evidence,5,Trisha Ghosh,Deserving of the pleasures of life desire to open the pain or.,917958426586,CCTV Footage,Bank statements proving embezzlement,1985-07-13,"H.No. 722
Sabharwal Chowk, Nellore-036638",Yes,No charges filed yet,Unlocked Door,Knife,,Escaped using a fake taxi,Rs. 98191,Financial Gain,Yes,No,No,Yes,Yes,No,Police Report,Public,shootout
Financial Crimes,Counterfeiting,Quo similique repudiandae officia alias impedit ipsa ut voluptatibus qui unde debitis itaque quibusdam labore.,Minor,Under Investigation,"412
Sodhi Street, Imphal-314449",Sambalpur,Ludhiana,Punjab,India,Public Space,1989-10-02,22:45:04,Friday,Winter,70 minutes,Sana Keer,25,Male,918970905262,They are their or even an intense pain of pain or pain.,"No physical injuries, but mental trauma",House ransacked,Onkar Shere,46,Other,Accusamus blanditiis commodi eum assumenda dignissimos dolore. Wearing a black hoodie and had a scar on the left cheek.,Convicted for assault in 2018,Used a stolen car for escape,3,Jivin Shukla,"Piriorities of pain, flight pain of troublesome mainstream enhanced accusation in something that they abandon hate hatred of exercise.",880989209,Fingerprint,Witness video recording,1990-05-16,"591
Hayre Marg, Sirsa-362597",No,Under IPC 302 for murder,Unlocked Door,Knife,,Fled on a stolen bike,Rs. 56542,Personal Vendetta,No,No,Yes,Yes,No,Yes,Victim Statement,Restricted,counterfeiting
Property Crime,Burglary,Nobis explicabo nesciunt ipsam voluptas quidem consequatur autem at labore exercitationem aliquid illo ullam est corporis vitae repellat cupiditate cupiditate ducimus.,Severe,Solved,"74/329
Jayaraman
Tiruchirappalli-232850",Bhind,Ludhiana,Punjab,India,Commercial,1989-03-01,04:32:23,Tuesday,Summer,45 minutes,Shalv Contractor,32,Male,915672218908,"The truth of the fault, we are to be accused of the accusing, never, what sort of pleasures we can do more than the said.","No physical injuries, but mental trauma",Car windshield broken,Zoya Sharaf,35,Female,Libero tempore delectus iusto quas possimus similique molestias harum eligendi placeat aliquid. Wearing a black hoodie and had a scar on the left cheek.,Wanted in two states,Set fire to the evidence,2,Damini Magar,Something no one fault at the time for taking the reason for us and with you.,911277094716,DNA Sample,CCTV footage showing the suspect,2019-11-06,"37, Chatterjee Nagar, Anand 971386",Yes,Charged under IPC 392 for robbery,Forced Entry,Gun,Hacking Software,Escaped using a fake taxi,Rs. 452219,Personal Vendetta,No,No,Yes,No,No,Yes,Victim Statement,Public,burglary
Assault,Sexual Assault,Totam ratione esse repellendus harum repudiandae doloribus dignissimos possimus odit asperiores sint aut dolorum beatae rem.,Minor,Closed,"18/882, Buch Ganj
Anantapur 549282",Ongole,Ludhiana,Punjab,India,Commercial,2012-02-05,15:29:00,Friday,Winter,30 minutes,Miraan Lata,35,Other,9431033091,"For further to follow him, he rejects the explanation of the words, and the things that receive it, and the things that receive the pain of the things that are to follow the pain of things.","No physical injuries, but mental trauma",House ransacked,Khushi Bhatt,32,Female,Corrupti animi pariatur nulla eum velit perferendis recusandae sequi. Wearing a black hoodie and had a scar on the left cheek.,Wanted in two states,Threatened victims with a knife,5,Divit Trivedi,The latest at the time of the exercise deleniti pleasure of the pleasure of the happy expediture of the times of the time to carry out the time to prevent pleasure.,1918901539,Fingerprint,Bank statements proving embezzlement,2021-08-21,"47/34, Sunder Path
Avadi 892987",Yes,Case registered under cybercrime act,Security Breach,Gun,,Used a tunnel behind the house,Rs. 316181,Personal Vendetta,No,No,Yes,No,Yes,Yes,Witness Account,Classified,sexual assault
Assault,Domestic Violence,Laborum cum odit quibusdam sed corrupti animi distinctio et a amet inventore quibusdam atque doloremque voluptatum incidunt repellat fugiat in est aliquam eum suscipit aliquid eligendi earum placeat.,Moderate,Reported,"H.No. 949, Tandon Marg, Sagar 830727",Aligarh,Ludhiana,Punjab,India,Public Space,1973-10-24,08:59:47,Thursday,Winter,40 minutes,Seher Bahri,49,Male,910860119955,"Seasons of the tiny minimum of these, and the pain of the deleniti solved, but.",Multiple stab wounds,Gold chain and mobile phone stolen,Suhana Randhawa,49,Other,Et impedit voluptate ipsam quos explicabo adipisci assumenda blanditiis quos autem facere placeat rem. Wearing a black hoodie and had a scar on the left cheek.,Convicted for assault in 2018,Used fake IDs to commit fraud,2,Shlok Gade,Let there be any just the whole of the entire man to run out of less of the choices of discomfort avoid pleasure of the pain of the pain of the pain of the discomfort of the discomfort of the discomfort.,1502851328,DNA Sample,CCTV footage showing the suspect,2000-11-27,"13/501
Kothari Circle
Rajkot 987729",No,Arrested and charged for human trafficking,Security Breach,Blunt Object,Lockpick,Left the country using a fake passport,Rs. 229179,Personal Vendetta,No,No,Yes,Yes,No,Yes,Witness Account,Classified,domestic violence
Rioting,Political Riot,Dolores non aperiam modi accusantium iusto ea debitis magnam voluptas facilis dicta sunt nulla soluta quo optio quam repellendus cupiditate modi pariatur omnis.,Minor,Solved,"45/477
Dora Marg
Bharatpur-232957",Bahraich,Ludhiana,Punjab,India,Commercial,1995-02-11,02:15:15,Monday,Monsoon,36 minutes,Divij Dhaliwal,57,Female,913601662612,I will explain for these laborious pleasing to please it will never be rejected you will open the hate to be corrupt similar.,"No physical injuries, but mental trauma",Car windshield broken,Neelofar Virk,28,Female,Quo expedita asperiores praesentium eaque repellendus eum error nisi quam dicta ab nostrum iure veniam facere. Wearing a black hoodie and had a scar on the left cheek.,Suspected involvement in local gang,Threatened victims with a knife,1,Zeeshan Goda,Regular architect or pain or pleasure where it is never avoided.,917625528346,DNA Sample,Fingerprints found on the crime scene,1999-07-10,"H.No. 04
Majumdar Street
Maheshtala 049998",Yes,Bailable offense under IPC 420,Unlocked Door,,Lockpick,Ran into a crowded market,Rs. 340158,Gang Rivalry,Yes,No,No,Yes,No,No,Police Report,Public,political riot
Rioting,Political Riot,Aperiam exercitationem perferendis pariatur ipsum assumenda ipsa modi magnam fugiat laboriosam veritatis quisquam doloribus dolorum quibusdam molestias sapiente.,Severe,Solved,"H.No. 188, Sahni Zila
Nagercoil-291955",Gulbarga,Ludhiana,Punjab,India,Residential,1985-02-18,21:42:56,Thursday,Autumn,95 minutes,Ranbir Dhingra,25,Male,3742772214,The trouble for the exercise of the benefit of the most worthy of the exercise as a laboring of our truth.,Gunshot wound,Laptop and cash stolen,Miraya Shetty,39,Other,Fuga amet quo neque quam doloribus saepe pariatur soluta blanditiis. Wearing a black hoodie and had a scar on the left cheek.,Suspected involvement in local gang,Hacked into bank accounts,4,Vihaan Kala,"Failure to incident discomfort of the mainstream pains, no one is so very troublesome id.",5971928903,Weapon,Murder weapon recovered from trash,2010-03-03,"H.No. 987
Dass Chowk, Surendranagar Dudhrej 965967",Yes,Case registered under cybercrime act,Security Breach,Knife,Lockpick,Fled on a stolen bike,Rs. 239962,Financial Gain,No,No,Yes,No,Yes,No,Victim Statement,Public,political riot
Assault,Sexual Assault,Omnis saepe debitis sed quo explicabo nemo consequatur autem occaecati qui distinctio enim nemo quam temporibus officia est iusto vero ratione rem quaerat veritatis adipisci.,Minor,Closed,"H.No. 27
Bhagat Road, Jalgaon-452487",Alwar,Ludhiana,Punjab,India,Residential,1989-02-13,16:07:44,Tuesday,Autumn,82 minutes,Urvi Sampath,43,Other,8291272715,Like the architect of the discovered something regular to consectetur the pain that these are never avoided the exercise of rejecting rejects.,Minor bruises,Bike set on fire,Madhav Gera,18,Female,Quod velit nemo accusamus vitae vel ex laudantium ratione placeat amet ratione deleniti consequatur explicabo nostrum. Wearing a black hoodie and had a scar on the left cheek.,Wanted in two states,Broke in through the backdoor,5,Renee Rau,"Something of them in pain, accepted the most outdoor endanger will be consectetur or born.",4150367630,CCTV Footage,Hacked emails with transaction details,1994-08-15,"887, Anne Nagar, Sultan Pur Majra 055734",No,Case registered under cybercrime act,Unlocked Door,Gun,Hacking Software,Escaped using a fake taxi,Rs. 261420,Gang Rivalry,No,Yes,Yes,Yes,Yes,No,Police Report,Restricted,sexual assault
Gang Violence,Gang Clash,Mollitia assumenda dignissimos ratione pariatur quae sit ducimus nemo atque recusandae reprehenderit ea quam at porro nemo eaque enim quibusdam nostrum ratione veritatis ducimus.,Severe,Reported,"H.No. 779
Sawhney Marg
Sirsa 107833",Gurgaon,Ludhiana,Punjab,India,Residential,1986-02-08,10:44:36,Friday,Autumn,76 minutes,Prisha Date,48,Other,2172664739,"For a lot of pleasure to be rejected, the said impedes to be avoided by any.",Minor bruises,Bike set on fire,Parinaaz Kari,36,Male,Eveniet cum dolorem similique nisi soluta sunt impedit sapiente optio perspiciatis maiores fugiat molestias ipsum. Wearing a black hoodie and had a scar on the left cheek.,Previously arrested for burglary,Hacked into bank accounts,5,Divit Aurora,Suggestions to be accused of elaborate and rejected by their training as an hatred or able to obtain a minimal option as a free time.,4939872168,CCTV Footage,Fingerprints found on the crime scene,2012-02-10,"H.No. 728, Ahuja Road, Vadodara-622584",Yes,Bailable offense under IPC 420,Unlocked Door,Gun,Lockpick,Boarded a train to another city,Rs. 421809,Personal Vendetta,Yes,No,No,Yes,No,No,Victim Statement,Restricted,gang clash
Kidnapping/Abduction,Child Abduction,Eos natus veniam inventore vel ad deleniti occaecati est eum ducimus voluptates sed temporibus.,Severe,Closed,"H.No. 42
Bhandari Ganj
Haldia 314587",Allahabad,Ludhiana,Punjab,India,Commercial,1989-07-19,19:01:21,Thursday,Summer,50 minutes,Neysa Chacko,55,Male,910494870055,Major laborious released the entire thing as with any of the duties of pleasure is pain.,Gunshot wound,House ransacked,Drishya Tata,33,Female,"They do not know the laborious free hatred, no worthy of the distinction of life, but the labor of the modes of the advantage of the debts. Wearing a black hoodie and had a scar on the left Cheek.",Multiple cases of fraud pending,Used fake IDs to commit fraud,3,Amani Sehgal,Rejecting the crafty pleasure of the pain abandoned corrupt any of the blessed pleasure to abandon the result of the result of an error.,5312949283,Weapon,Witness video recording,2003-05-03,"H.No. 046, Chowdhury Zila
Tadipatri-577018",No,Arrested and charged for human trafficking,Security Breach,Gun,,Used a tunnel behind the house,Rs. 125739,Financial Gain,Yes,No,Yes,Yes,Yes,Yes,Police Report,Classified,child abduction
Organized Crime,Racketeering,Illo cumque hic nostrum tempore vitae nulla quibusdam enim inventore possimus vitae qui quibusdam tenetur quia in debitis odit eligendi delectus rerum similique facilis explicabo voluptate quaerat.,Moderate,Closed,"13/231, Banerjee Circle, Bilaspur-699214",Aizawl,Ludhiana,Punjab,India,Public Space,1977-08-26,13:25:31,Saturday,Autumn,80 minutes,Vanya Ramachandran,24,Female,8784647655,"Which one of them provides their offices, so important services at least at them.",Gunshot wound,Bike set on fire,Ishita Choudhary,20,Male,Cumque libero quaerat dolores nam numquam neque sunt aliquam perspiciatis. Wearing a black hoodie and had a scar on the left cheek.,Wanted in two states,Hacked into bank accounts,2,Tejas Dutta,"The selection is to be prepared to find out the exercise of the pains to make him a desire to do something, especially as much as possible.",8074077418,DNA Sample,Witness video recording,1989-01-07,"H.No. 732
Chana Chowk, Nagpur-534765",Yes,Bailable offense under IPC 420,Forced Entry,Gun,Lockpick,Left the country using a fake passport,Rs. 484819,Personal Vendetta,No,Yes,Yes,No,No,Yes,Witness Account,Public,racketeering
Organized Crime,Human Trafficking,Pariatur culpa commodi sapiente ex id eligendi accusamus occaecati quasi praesentium laudantium eum nulla corporis eveniet nobis nesciunt aliquid at consequatur.,Severe,Closed,"H.No. 191, Raval Nagar
Agra 989726",Gangtok,Ludhiana,Punjab,India,Residential,2006-04-03,10:36:56,Thursday,Autumn,79 minutes,Bhavin Yohannan,49,Male,4219991531,As if they are pleased to please the annoyance of the time of worse than the greater pleasure to provide a distinction rejecting less.,Gunshot wound,House ransacked,Aaina Banik,31,Male,Accusamus doloribus ut dignissimos quos doloribus aut. Wearing a black hoodie and had a scar on the left cheek.,Multiple cases of fraud pending,Threatened victims with a knife,5,Alisha Jha,"It is a very special error will have to obtain free consequences of services times hate for the pain provision to be welcome, never welcome the laborious hatred.",7898621685,CCTV Footage,CCTV footage showing the suspect,1999-07-08,"47/800
Andra
Mysore-097008",No,Charged under IPC 392 for robbery,Forced Entry,,,Boarded a train to another city,Rs. 278202,Financial Gain,No,Yes,Yes,No,Yes,Yes,Victim Statement,Restricted,human trafficking
Murder/Homicide,Attempted Murder,Consectetur fuga quo doloribus dicta quas sapiente praesentium neque eveniet recusandae doloribus nemo doloribus necessitatibus magnam.,Minor,Reported,"84, Baral Nagar
Anantapur 093631",Kadapa,Ludhiana,Punjab,India,Public Space,2003-04-16,23:26:03,Saturday,Summer,62 minutes,Nayantara Virk,18,Female,9263239365,Their majority of pain provides or resilience to the free thing.,Gunshot wound,Car windshield broken,Riaan Ravi,41,Other,Rem minima veniam perspiciatis vitae quidem odio perspiciatis porro. Wearing a black hoodie and had a scar on the left cheek.,Wanted in two states,Used fake IDs to commit fraud,4,Ishita Biswas,Asperiores quis sed impedit vero cum aliquid dolor distinctio labore accusantium nihil.,913414982614,Weapon,Hacked emails with transaction details,2018-08-19,"H.No. 900, Bora Nagar
Gopalpur 920809",Yes,Case registered under cybercrime act,Security Breach,Knife,,Ran into a crowded market,Rs. 337586,Gang Rivalry,No,No,Yes,No,Yes,No,Police Report,Restricted,attempted murder
Organized Crime,Gang Activity,Voluptatem eveniet rem ducimus maxime fugiat iste deserunt molestiae adipisci amet tenetur exercitationem excepturi tempora qui maiores dicta adipisci beatae unde alias.,Moderate,Reported,"H.No. 759
Varma Marg, Madhyamgram-397112",Tiruchirappalli,Ludhiana,Punjab,India,Residential,2002-12-26,10:34:04,Wednesday,Summer,79 minutes,Akarsh Goyal,56,Female,8257288970,"How to carry the carry itself, no easy enduring of snacks, nor is that it is to be prepared.",Minor bruises,Laptop and cash stolen,Dhanush Halder,25,Male,Atque corrupti tempore quas necessitatibus rerum labore blanditiis magnam illum laboriosam. Wearing a black hoodie and had a scar on the left cheek.,Convicted for assault in 2018,Used fake IDs to commit fraud,3,Hazel Ray,"To make fun of pain, pleasure choosing the pain of the pain, soothing the pleasure of the pleasure of the blame of the blessed and eagerness of the environment.",7489179008,Weapon,Witness video recording,1982-07-09,"71/629, Bahl Zila
Shahjahanpur-622462",Yes,Arrested and charged for human trafficking,Forced Entry,Blunt Object,,Fled on a stolen bike,Rs. 341639,Financial Gain,Yes,Yes,Yes,Yes,Yes,Yes,Police Report,Public,gang activity
